image,label,dataset,kfold0,kfold1,kfold2,kfold3,kfold4
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/122.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1220.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1221.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1222.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1223.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1224.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1225.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1226.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1227.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1228.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1229.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/123.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1230.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1231.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1232.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1233.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1234.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1235.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1236.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1237.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1238.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1239.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/124.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1240.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1241.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1242.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1243.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1244.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1245.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1246.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1247.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1248.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1249.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/125.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1250.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1251.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1252.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1253.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1254.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1255.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1256.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1257.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1258.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1259.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/126.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1260.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1261.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1262.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1263.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1264.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1265.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1266.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1267.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1268.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1269.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/127.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1270.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1271.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1272.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1273.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1274.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1275.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1276.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1277.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1278.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1279.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/128.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1280.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1281.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1282.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1283.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1284.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1285.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1286.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1287.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1288.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1289.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/129.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1290.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1291.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1292.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1293.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1294.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1295.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1296.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1297.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1298.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1299.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/13.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/130.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1300.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1301.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1302.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1303.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1304.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1305.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1306.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1307.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1308.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1309.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/131.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1310.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1311.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1312.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1313.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1314.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1315.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1316.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1317.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1318.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1319.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/132.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1320.png,Smudge cell,synthetic,train,train,train,test,val
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1321.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1322.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1323.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1324.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1325.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1326.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1327.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1328.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1329.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/133.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1330.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1331.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1332.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1333.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1334.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1335.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1336.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1337.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1338.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1339.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/134.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1340.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1341.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1342.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1343.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1344.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1345.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1346.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1347.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1348.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1349.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/135.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1350.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1351.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1352.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1353.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1354.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1355.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1356.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1357.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1358.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1359.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/136.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1360.png,Smudge cell,synthetic,val,train,train,train,test
../data/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed0_template1_lr0.0001_ep300/train/Smudge cell/1361.png,Smudge cell,synthetic,val,train,train,train,test
